date,year,quarter,quarter_num,month_num,month_name_de,month_name_en,year_month,week_num,day_of_week,is_weekend,day_num,year_quarter
2011-02-02,2011,Q1,1,2,Februar,February,2011-02,5,Wednesday,False,2,2011 Q1
2011-02-03,2011,Q1,1,2,Februar,February,2011-02,5,Thursday,False,3,2011 Q1
2011-02-04,2011,Q1,1,2,Februar,February,2011-02,5,Friday,False,4,2011 Q1
2011-02-05,2011,Q1,1,2,Februar,February,2011-02,5,Saturday,True,5,2011 Q1
2011-02-06,2011,Q1,1,2,Februar,February,2011-02,5,Sunday,True,6,2011 Q1
2011-02-07,2011,Q1,1,2,Februar,February,2011-02,6,Monday,False,7,2011 Q1
2011-02-08,2011,Q1,1,2,Februar,February,2011-02,6,Tuesday,False,8,2011 Q1
2011-02-09,2011,Q1,1,2,Februar,February,2011-02,6,Wednesday,False,9,2011 Q1
2011-02-10,2011,Q1,1,2,Februar,February,2011-02,6,Thursday,False,10,2011 Q1
2011-02-11,2011,Q1,1,2,Februar,February,2011-02,6,Friday,False,11,2011 Q1
2011-02-12,2011,Q1,1,2,Februar,February,2011-02,6,Saturday,True,12,2011 Q1
2011-02-13,2011,Q1,1,2,Februar,February,2011-02,6,Sunday,True,13,2011 Q1
2011-02-14,2011,Q1,1,2,Februar,February,2011-02,7,Monday,False,14,2011 Q1
2011-02-15,2011,Q1,1,2,Februar,February,2011-02,7,Tuesday,False,15,2011 Q1
2011-02-16,2011,Q1,1,2,Februar,February,2011-02,7,Wednesday,False,16,2011 Q1
2011-02-17,2011,Q1,1,2,Februar,February,2011-02,7,Thursday,False,17,2011 Q1
2011-02-18,2011,Q1,1,2,Februar,February,2011-02,7,Friday,False,18,2011 Q1
2011-02-19,2011,Q1,1,2,Februar,February,2011-02,7,Saturday,True,19,2011 Q1
2011-02-20,2011,Q1,1,2,Februar,February,2011-02,7,Sunday,True,20,2011 Q1
2011-02-21,2011,Q1,1,2,Februar,February,2011-02,8,Monday,False,21,2011 Q1
2011-02-22,2011,Q1,1,2,Februar,February,2011-02,8,Tuesday,False,22,2011 Q1
2011-02-23,2011,Q1,1,2,Februar,February,2011-02,8,Wednesday,False,23,2011 Q1
2011-02-24,2011,Q1,1,2,Februar,February,2011-02,8,Thursday,False,24,2011 Q1
2011-02-25,2011,Q1,1,2,Februar,February,2011-02,8,Friday,False,25,2011 Q1
2011-02-26,2011,Q1,1,2,Februar,February,2011-02,8,Saturday,True,26,2011 Q1
2011-02-27,2011,Q1,1,2,Februar,February,2011-02,8,Sunday,True,27,2011 Q1
2011-02-28,2011,Q1,1,2,Februar,February,2011-02,9,Monday,False,28,2011 Q1
2011-03-01,2011,Q1,1,3,März,March,2011-03,9,Tuesday,False,1,2011 Q1
2011-03-02,2011,Q1,1,3,März,March,2011-03,9,Wednesday,False,2,2011 Q1
2011-03-03,2011,Q1,1,3,März,March,2011-03,9,Thursday,False,3,2011 Q1
2011-03-04,2011,Q1,1,3,März,March,2011-03,9,Friday,False,4,2011 Q1
2011-03-05,2011,Q1,1,3,März,March,2011-03,9,Saturday,True,5,2011 Q1
2011-03-06,2011,Q1,1,3,März,March,2011-03,9,Sunday,True,6,2011 Q1
2011-03-07,2011,Q1,1,3,März,March,2011-03,10,Monday,False,7,2011 Q1
2011-03-08,2011,Q1,1,3,März,March,2011-03,10,Tuesday,False,8,2011 Q1
2011-03-09,2011,Q1,1,3,März,March,2011-03,10,Wednesday,False,9,2011 Q1
2011-03-10,2011,Q1,1,3,März,March,2011-03,10,Thursday,False,10,2011 Q1
2011-03-11,2011,Q1,1,3,März,March,2011-03,10,Friday,False,11,2011 Q1
2011-03-12,2011,Q1,1,3,März,March,2011-03,10,Saturday,True,12,2011 Q1
2011-03-13,2011,Q1,1,3,März,March,2011-03,10,Sunday,True,13,2011 Q1
2011-03-14,2011,Q1,1,3,März,March,2011-03,11,Monday,False,14,2011 Q1
2011-03-15,2011,Q1,1,3,März,March,2011-03,11,Tuesday,False,15,2011 Q1
2011-03-16,2011,Q1,1,3,März,March,2011-03,11,Wednesday,False,16,2011 Q1
2011-03-17,2011,Q1,1,3,März,March,2011-03,11,Thursday,False,17,2011 Q1
2011-03-18,2011,Q1,1,3,März,March,2011-03,11,Friday,False,18,2011 Q1
2011-03-19,2011,Q1,1,3,März,March,2011-03,11,Saturday,True,19,2011 Q1
2011-03-20,2011,Q1,1,3,März,March,2011-03,11,Sunday,True,20,2011 Q1
2011-03-21,2011,Q1,1,3,März,March,2011-03,12,Monday,False,21,2011 Q1
2011-03-22,2011,Q1,1,3,März,March,2011-03,12,Tuesday,False,22,2011 Q1
2011-03-23,2011,Q1,1,3,März,March,2011-03,12,Wednesday,False,23,2011 Q1
2011-03-24,2011,Q1,1,3,März,March,2011-03,12,Thursday,False,24,2011 Q1
2011-03-25,2011,Q1,1,3,März,March,2011-03,12,Friday,False,25,2011 Q1
2011-03-26,2011,Q1,1,3,März,March,2011-03,12,Saturday,True,26,2011 Q1
2011-03-27,2011,Q1,1,3,März,March,2011-03,12,Sunday,True,27,2011 Q1
2011-03-28,2011,Q1,1,3,März,March,2011-03,13,Monday,False,28,2011 Q1
2011-03-29,2011,Q1,1,3,März,March,2011-03,13,Tuesday,False,29,2011 Q1
2011-03-30,2011,Q1,1,3,März,March,2011-03,13,Wednesday,False,30,2011 Q1
2011-03-31,2011,Q1,1,3,März,March,2011-03,13,Thursday,False,31,2011 Q1
2011-04-01,2011,Q2,2,4,April,April,2011-04,13,Friday,False,1,2011 Q2
2011-04-02,2011,Q2,2,4,April,April,2011-04,13,Saturday,True,2,2011 Q2
2011-04-03,2011,Q2,2,4,April,April,2011-04,13,Sunday,True,3,2011 Q2
2011-04-04,2011,Q2,2,4,April,April,2011-04,14,Monday,False,4,2011 Q2
2011-04-05,2011,Q2,2,4,April,April,2011-04,14,Tuesday,False,5,2011 Q2
2011-04-06,2011,Q2,2,4,April,April,2011-04,14,Wednesday,False,6,2011 Q2
2011-04-07,2011,Q2,2,4,April,April,2011-04,14,Thursday,False,7,2011 Q2
2011-04-08,2011,Q2,2,4,April,April,2011-04,14,Friday,False,8,2011 Q2
2011-04-09,2011,Q2,2,4,April,April,2011-04,14,Saturday,True,9,2011 Q2
2011-04-10,2011,Q2,2,4,April,April,2011-04,14,Sunday,True,10,2011 Q2
2011-04-11,2011,Q2,2,4,April,April,2011-04,15,Monday,False,11,2011 Q2
2011-04-12,2011,Q2,2,4,April,April,2011-04,15,Tuesday,False,12,2011 Q2
2011-04-13,2011,Q2,2,4,April,April,2011-04,15,Wednesday,False,13,2011 Q2
2011-04-14,2011,Q2,2,4,April,April,2011-04,15,Thursday,False,14,2011 Q2
2011-04-15,2011,Q2,2,4,April,April,2011-04,15,Friday,False,15,2011 Q2
2011-04-16,2011,Q2,2,4,April,April,2011-04,15,Saturday,True,16,2011 Q2
2011-04-17,2011,Q2,2,4,April,April,2011-04,15,Sunday,True,17,2011 Q2
2011-04-18,2011,Q2,2,4,April,April,2011-04,16,Monday,False,18,2011 Q2
2011-04-19,2011,Q2,2,4,April,April,2011-04,16,Tuesday,False,19,2011 Q2
2011-04-20,2011,Q2,2,4,April,April,2011-04,16,Wednesday,False,20,2011 Q2
2011-04-21,2011,Q2,2,4,April,April,2011-04,16,Thursday,False,21,2011 Q2
2011-04-22,2011,Q2,2,4,April,April,2011-04,16,Friday,False,22,2011 Q2
2011-04-23,2011,Q2,2,4,April,April,2011-04,16,Saturday,True,23,2011 Q2
2011-04-24,2011,Q2,2,4,April,April,2011-04,16,Sunday,True,24,2011 Q2
2011-04-25,2011,Q2,2,4,April,April,2011-04,17,Monday,False,25,2011 Q2
2011-04-26,2011,Q2,2,4,April,April,2011-04,17,Tuesday,False,26,2011 Q2
2011-04-27,2011,Q2,2,4,April,April,2011-04,17,Wednesday,False,27,2011 Q2
2011-04-28,2011,Q2,2,4,April,April,2011-04,17,Thursday,False,28,2011 Q2
2011-04-29,2011,Q2,2,4,April,April,2011-04,17,Friday,False,29,2011 Q2
2011-04-30,2011,Q2,2,4,April,April,2011-04,17,Saturday,True,30,2011 Q2
2011-05-01,2011,Q2,2,5,Mai,May,2011-05,17,Sunday,True,1,2011 Q2
2011-05-02,2011,Q2,2,5,Mai,May,2011-05,18,Monday,False,2,2011 Q2
2011-05-03,2011,Q2,2,5,Mai,May,2011-05,18,Tuesday,False,3,2011 Q2
2011-05-04,2011,Q2,2,5,Mai,May,2011-05,18,Wednesday,False,4,2011 Q2
2011-05-05,2011,Q2,2,5,Mai,May,2011-05,18,Thursday,False,5,2011 Q2
2011-05-06,2011,Q2,2,5,Mai,May,2011-05,18,Friday,False,6,2011 Q2
2011-05-07,2011,Q2,2,5,Mai,May,2011-05,18,Saturday,True,7,2011 Q2
2011-05-08,2011,Q2,2,5,Mai,May,2011-05,18,Sunday,True,8,2011 Q2
2011-05-09,2011,Q2,2,5,Mai,May,2011-05,19,Monday,False,9,2011 Q2
2011-05-10,2011,Q2,2,5,Mai,May,2011-05,19,Tuesday,False,10,2011 Q2
2011-05-11,2011,Q2,2,5,Mai,May,2011-05,19,Wednesday,False,11,2011 Q2
2011-05-12,2011,Q2,2,5,Mai,May,2011-05,19,Thursday,False,12,2011 Q2
2011-05-13,2011,Q2,2,5,Mai,May,2011-05,19,Friday,False,13,2011 Q2
2011-05-14,2011,Q2,2,5,Mai,May,2011-05,19,Saturday,True,14,2011 Q2
2011-05-15,2011,Q2,2,5,Mai,May,2011-05,19,Sunday,True,15,2011 Q2
2011-05-16,2011,Q2,2,5,Mai,May,2011-05,20,Monday,False,16,2011 Q2
2011-05-17,2011,Q2,2,5,Mai,May,2011-05,20,Tuesday,False,17,2011 Q2
2011-05-18,2011,Q2,2,5,Mai,May,2011-05,20,Wednesday,False,18,2011 Q2
2011-05-19,2011,Q2,2,5,Mai,May,2011-05,20,Thursday,False,19,2011 Q2
2011-05-20,2011,Q2,2,5,Mai,May,2011-05,20,Friday,False,20,2011 Q2
2011-05-21,2011,Q2,2,5,Mai,May,2011-05,20,Saturday,True,21,2011 Q2
2011-05-22,2011,Q2,2,5,Mai,May,2011-05,20,Sunday,True,22,2011 Q2
2011-05-23,2011,Q2,2,5,Mai,May,2011-05,21,Monday,False,23,2011 Q2
2011-05-24,2011,Q2,2,5,Mai,May,2011-05,21,Tuesday,False,24,2011 Q2
2011-05-25,2011,Q2,2,5,Mai,May,2011-05,21,Wednesday,False,25,2011 Q2
2011-05-26,2011,Q2,2,5,Mai,May,2011-05,21,Thursday,False,26,2011 Q2
2011-05-27,2011,Q2,2,5,Mai,May,2011-05,21,Friday,False,27,2011 Q2
2011-05-28,2011,Q2,2,5,Mai,May,2011-05,21,Saturday,True,28,2011 Q2
2011-05-29,2011,Q2,2,5,Mai,May,2011-05,21,Sunday,True,29,2011 Q2
2011-05-30,2011,Q2,2,5,Mai,May,2011-05,22,Monday,False,30,2011 Q2
2011-05-31,2011,Q2,2,5,Mai,May,2011-05,22,Tuesday,False,31,2011 Q2
2011-06-01,2011,Q2,2,6,Juni,June,2011-06,22,Wednesday,False,1,2011 Q2
2011-06-02,2011,Q2,2,6,Juni,June,2011-06,22,Thursday,False,2,2011 Q2
2011-06-03,2011,Q2,2,6,Juni,June,2011-06,22,Friday,False,3,2011 Q2
2011-06-04,2011,Q2,2,6,Juni,June,2011-06,22,Saturday,True,4,2011 Q2
2011-06-05,2011,Q2,2,6,Juni,June,2011-06,22,Sunday,True,5,2011 Q2
2011-06-06,2011,Q2,2,6,Juni,June,2011-06,23,Monday,False,6,2011 Q2
2011-06-07,2011,Q2,2,6,Juni,June,2011-06,23,Tuesday,False,7,2011 Q2
2011-06-08,2011,Q2,2,6,Juni,June,2011-06,23,Wednesday,False,8,2011 Q2
2011-06-09,2011,Q2,2,6,Juni,June,2011-06,23,Thursday,False,9,2011 Q2
2011-06-10,2011,Q2,2,6,Juni,June,2011-06,23,Friday,False,10,2011 Q2
2011-06-11,2011,Q2,2,6,Juni,June,2011-06,23,Saturday,True,11,2011 Q2
2011-06-12,2011,Q2,2,6,Juni,June,2011-06,23,Sunday,True,12,2011 Q2
2011-06-13,2011,Q2,2,6,Juni,June,2011-06,24,Monday,False,13,2011 Q2
2011-06-14,2011,Q2,2,6,Juni,June,2011-06,24,Tuesday,False,14,2011 Q2
2011-06-15,2011,Q2,2,6,Juni,June,2011-06,24,Wednesday,False,15,2011 Q2
2011-06-16,2011,Q2,2,6,Juni,June,2011-06,24,Thursday,False,16,2011 Q2
2011-06-17,2011,Q2,2,6,Juni,June,2011-06,24,Friday,False,17,2011 Q2
2011-06-18,2011,Q2,2,6,Juni,June,2011-06,24,Saturday,True,18,2011 Q2
2011-06-19,2011,Q2,2,6,Juni,June,2011-06,24,Sunday,True,19,2011 Q2
2011-06-20,2011,Q2,2,6,Juni,June,2011-06,25,Monday,False,20,2011 Q2
2011-06-21,2011,Q2,2,6,Juni,June,2011-06,25,Tuesday,False,21,2011 Q2
2011-06-22,2011,Q2,2,6,Juni,June,2011-06,25,Wednesday,False,22,2011 Q2
2011-06-23,2011,Q2,2,6,Juni,June,2011-06,25,Thursday,False,23,2011 Q2
2011-06-24,2011,Q2,2,6,Juni,June,2011-06,25,Friday,False,24,2011 Q2
2011-06-25,2011,Q2,2,6,Juni,June,2011-06,25,Saturday,True,25,2011 Q2
2011-06-26,2011,Q2,2,6,Juni,June,2011-06,25,Sunday,True,26,2011 Q2
2011-06-27,2011,Q2,2,6,Juni,June,2011-06,26,Monday,False,27,2011 Q2
2011-06-28,2011,Q2,2,6,Juni,June,2011-06,26,Tuesday,False,28,2011 Q2
2011-06-29,2011,Q2,2,6,Juni,June,2011-06,26,Wednesday,False,29,2011 Q2
2011-06-30,2011,Q2,2,6,Juni,June,2011-06,26,Thursday,False,30,2011 Q2
2011-07-01,2011,Q3,3,7,Juli,July,2011-07,26,Friday,False,1,2011 Q3
2011-07-02,2011,Q3,3,7,Juli,July,2011-07,26,Saturday,True,2,2011 Q3
2011-07-03,2011,Q3,3,7,Juli,July,2011-07,26,Sunday,True,3,2011 Q3
2011-07-04,2011,Q3,3,7,Juli,July,2011-07,27,Monday,False,4,2011 Q3
2011-07-05,2011,Q3,3,7,Juli,July,2011-07,27,Tuesday,False,5,2011 Q3
2011-07-06,2011,Q3,3,7,Juli,July,2011-07,27,Wednesday,False,6,2011 Q3
2011-07-07,2011,Q3,3,7,Juli,July,2011-07,27,Thursday,False,7,2011 Q3
2011-07-08,2011,Q3,3,7,Juli,July,2011-07,27,Friday,False,8,2011 Q3
2011-07-09,2011,Q3,3,7,Juli,July,2011-07,27,Saturday,True,9,2011 Q3
2011-07-10,2011,Q3,3,7,Juli,July,2011-07,27,Sunday,True,10,2011 Q3
2011-07-11,2011,Q3,3,7,Juli,July,2011-07,28,Monday,False,11,2011 Q3
2011-07-12,2011,Q3,3,7,Juli,July,2011-07,28,Tuesday,False,12,2011 Q3
2011-07-13,2011,Q3,3,7,Juli,July,2011-07,28,Wednesday,False,13,2011 Q3
2011-07-14,2011,Q3,3,7,Juli,July,2011-07,28,Thursday,False,14,2011 Q3
2011-07-15,2011,Q3,3,7,Juli,July,2011-07,28,Friday,False,15,2011 Q3
2011-07-16,2011,Q3,3,7,Juli,July,2011-07,28,Saturday,True,16,2011 Q3
2011-07-17,2011,Q3,3,7,Juli,July,2011-07,28,Sunday,True,17,2011 Q3
2011-07-18,2011,Q3,3,7,Juli,July,2011-07,29,Monday,False,18,2011 Q3
2011-07-19,2011,Q3,3,7,Juli,July,2011-07,29,Tuesday,False,19,2011 Q3
2011-07-20,2011,Q3,3,7,Juli,July,2011-07,29,Wednesday,False,20,2011 Q3
2011-07-21,2011,Q3,3,7,Juli,July,2011-07,29,Thursday,False,21,2011 Q3
2011-07-22,2011,Q3,3,7,Juli,July,2011-07,29,Friday,False,22,2011 Q3
2011-07-23,2011,Q3,3,7,Juli,July,2011-07,29,Saturday,True,23,2011 Q3
2011-07-24,2011,Q3,3,7,Juli,July,2011-07,29,Sunday,True,24,2011 Q3
2011-07-25,2011,Q3,3,7,Juli,July,2011-07,30,Monday,False,25,2011 Q3
2011-07-26,2011,Q3,3,7,Juli,July,2011-07,30,Tuesday,False,26,2011 Q3
2011-07-27,2011,Q3,3,7,Juli,July,2011-07,30,Wednesday,False,27,2011 Q3
2011-07-28,2011,Q3,3,7,Juli,July,2011-07,30,Thursday,False,28,2011 Q3
2011-07-29,2011,Q3,3,7,Juli,July,2011-07,30,Friday,False,29,2011 Q3
2011-07-30,2011,Q3,3,7,Juli,July,2011-07,30,Saturday,True,30,2011 Q3
2011-07-31,2011,Q3,3,7,Juli,July,2011-07,30,Sunday,True,31,2011 Q3
2011-08-01,2011,Q3,3,8,August,August,2011-08,31,Monday,False,1,2011 Q3
2011-08-02,2011,Q3,3,8,August,August,2011-08,31,Tuesday,False,2,2011 Q3
2011-08-03,2011,Q3,3,8,August,August,2011-08,31,Wednesday,False,3,2011 Q3
2011-08-04,2011,Q3,3,8,August,August,2011-08,31,Thursday,False,4,2011 Q3
2011-08-05,2011,Q3,3,8,August,August,2011-08,31,Friday,False,5,2011 Q3
2011-08-06,2011,Q3,3,8,August,August,2011-08,31,Saturday,True,6,2011 Q3
2011-08-07,2011,Q3,3,8,August,August,2011-08,31,Sunday,True,7,2011 Q3
2011-08-08,2011,Q3,3,8,August,August,2011-08,32,Monday,False,8,2011 Q3
2011-08-09,2011,Q3,3,8,August,August,2011-08,32,Tuesday,False,9,2011 Q3
2011-08-10,2011,Q3,3,8,August,August,2011-08,32,Wednesday,False,10,2011 Q3
2011-08-11,2011,Q3,3,8,August,August,2011-08,32,Thursday,False,11,2011 Q3
2011-08-12,2011,Q3,3,8,August,August,2011-08,32,Friday,False,12,2011 Q3
2011-08-13,2011,Q3,3,8,August,August,2011-08,32,Saturday,True,13,2011 Q3
2011-08-14,2011,Q3,3,8,August,August,2011-08,32,Sunday,True,14,2011 Q3
2011-08-15,2011,Q3,3,8,August,August,2011-08,33,Monday,False,15,2011 Q3
2011-08-16,2011,Q3,3,8,August,August,2011-08,33,Tuesday,False,16,2011 Q3
2011-08-17,2011,Q3,3,8,August,August,2011-08,33,Wednesday,False,17,2011 Q3
2011-08-18,2011,Q3,3,8,August,August,2011-08,33,Thursday,False,18,2011 Q3
2011-08-19,2011,Q3,3,8,August,August,2011-08,33,Friday,False,19,2011 Q3
2011-08-20,2011,Q3,3,8,August,August,2011-08,33,Saturday,True,20,2011 Q3
2011-08-21,2011,Q3,3,8,August,August,2011-08,33,Sunday,True,21,2011 Q3
2011-08-22,2011,Q3,3,8,August,August,2011-08,34,Monday,False,22,2011 Q3
2011-08-23,2011,Q3,3,8,August,August,2011-08,34,Tuesday,False,23,2011 Q3
2011-08-24,2011,Q3,3,8,August,August,2011-08,34,Wednesday,False,24,2011 Q3
2011-08-25,2011,Q3,3,8,August,August,2011-08,34,Thursday,False,25,2011 Q3
2011-08-26,2011,Q3,3,8,August,August,2011-08,34,Friday,False,26,2011 Q3
2011-08-27,2011,Q3,3,8,August,August,2011-08,34,Saturday,True,27,2011 Q3
2011-08-28,2011,Q3,3,8,August,August,2011-08,34,Sunday,True,28,2011 Q3
2011-08-29,2011,Q3,3,8,August,August,2011-08,35,Monday,False,29,2011 Q3
2011-08-30,2011,Q3,3,8,August,August,2011-08,35,Tuesday,False,30,2011 Q3
2011-08-31,2011,Q3,3,8,August,August,2011-08,35,Wednesday,False,31,2011 Q3
2011-09-01,2011,Q3,3,9,September,September,2011-09,35,Thursday,False,1,2011 Q3
2011-09-02,2011,Q3,3,9,September,September,2011-09,35,Friday,False,2,2011 Q3
2011-09-03,2011,Q3,3,9,September,September,2011-09,35,Saturday,True,3,2011 Q3
2011-09-04,2011,Q3,3,9,September,September,2011-09,35,Sunday,True,4,2011 Q3
2011-09-05,2011,Q3,3,9,September,September,2011-09,36,Monday,False,5,2011 Q3
2011-09-06,2011,Q3,3,9,September,September,2011-09,36,Tuesday,False,6,2011 Q3
2011-09-07,2011,Q3,3,9,September,September,2011-09,36,Wednesday,False,7,2011 Q3
2011-09-08,2011,Q3,3,9,September,September,2011-09,36,Thursday,False,8,2011 Q3
2011-09-09,2011,Q3,3,9,September,September,2011-09,36,Friday,False,9,2011 Q3
2011-09-10,2011,Q3,3,9,September,September,2011-09,36,Saturday,True,10,2011 Q3
2011-09-11,2011,Q3,3,9,September,September,2011-09,36,Sunday,True,11,2011 Q3
2011-09-12,2011,Q3,3,9,September,September,2011-09,37,Monday,False,12,2011 Q3
2011-09-13,2011,Q3,3,9,September,September,2011-09,37,Tuesday,False,13,2011 Q3
2011-09-14,2011,Q3,3,9,September,September,2011-09,37,Wednesday,False,14,2011 Q3
2011-09-15,2011,Q3,3,9,September,September,2011-09,37,Thursday,False,15,2011 Q3
2011-09-16,2011,Q3,3,9,September,September,2011-09,37,Friday,False,16,2011 Q3
2011-09-17,2011,Q3,3,9,September,September,2011-09,37,Saturday,True,17,2011 Q3
2011-09-18,2011,Q3,3,9,September,September,2011-09,37,Sunday,True,18,2011 Q3
2011-09-19,2011,Q3,3,9,September,September,2011-09,38,Monday,False,19,2011 Q3
2011-09-20,2011,Q3,3,9,September,September,2011-09,38,Tuesday,False,20,2011 Q3
2011-09-21,2011,Q3,3,9,September,September,2011-09,38,Wednesday,False,21,2011 Q3
2011-09-22,2011,Q3,3,9,September,September,2011-09,38,Thursday,False,22,2011 Q3
2011-09-23,2011,Q3,3,9,September,September,2011-09,38,Friday,False,23,2011 Q3
2011-09-24,2011,Q3,3,9,September,September,2011-09,38,Saturday,True,24,2011 Q3
2011-09-25,2011,Q3,3,9,September,September,2011-09,38,Sunday,True,25,2011 Q3
2011-09-26,2011,Q3,3,9,September,September,2011-09,39,Monday,False,26,2011 Q3
2011-09-27,2011,Q3,3,9,September,September,2011-09,39,Tuesday,False,27,2011 Q3
2011-09-28,2011,Q3,3,9,September,September,2011-09,39,Wednesday,False,28,2011 Q3
2011-09-29,2011,Q3,3,9,September,September,2011-09,39,Thursday,False,29,2011 Q3
2011-09-30,2011,Q3,3,9,September,September,2011-09,39,Friday,False,30,2011 Q3
2011-10-01,2011,Q4,4,10,Oktober,October,2011-10,39,Saturday,True,1,2011 Q4
2011-10-02,2011,Q4,4,10,Oktober,October,2011-10,39,Sunday,True,2,2011 Q4
2011-10-03,2011,Q4,4,10,Oktober,October,2011-10,40,Monday,False,3,2011 Q4
2011-10-04,2011,Q4,4,10,Oktober,October,2011-10,40,Tuesday,False,4,2011 Q4
2011-10-05,2011,Q4,4,10,Oktober,October,2011-10,40,Wednesday,False,5,2011 Q4
2011-10-06,2011,Q4,4,10,Oktober,October,2011-10,40,Thursday,False,6,2011 Q4
2011-10-07,2011,Q4,4,10,Oktober,October,2011-10,40,Friday,False,7,2011 Q4
2011-10-08,2011,Q4,4,10,Oktober,October,2011-10,40,Saturday,True,8,2011 Q4
2011-10-09,2011,Q4,4,10,Oktober,October,2011-10,40,Sunday,True,9,2011 Q4
2011-10-10,2011,Q4,4,10,Oktober,October,2011-10,41,Monday,False,10,2011 Q4
2011-10-11,2011,Q4,4,10,Oktober,October,2011-10,41,Tuesday,False,11,2011 Q4
2011-10-12,2011,Q4,4,10,Oktober,October,2011-10,41,Wednesday,False,12,2011 Q4
2011-10-13,2011,Q4,4,10,Oktober,October,2011-10,41,Thursday,False,13,2011 Q4
2011-10-14,2011,Q4,4,10,Oktober,October,2011-10,41,Friday,False,14,2011 Q4
2011-10-15,2011,Q4,4,10,Oktober,October,2011-10,41,Saturday,True,15,2011 Q4
2011-10-16,2011,Q4,4,10,Oktober,October,2011-10,41,Sunday,True,16,2011 Q4
2011-10-17,2011,Q4,4,10,Oktober,October,2011-10,42,Monday,False,17,2011 Q4
2011-10-18,2011,Q4,4,10,Oktober,October,2011-10,42,Tuesday,False,18,2011 Q4
2011-10-19,2011,Q4,4,10,Oktober,October,2011-10,42,Wednesday,False,19,2011 Q4
2011-10-20,2011,Q4,4,10,Oktober,October,2011-10,42,Thursday,False,20,2011 Q4
2011-10-21,2011,Q4,4,10,Oktober,October,2011-10,42,Friday,False,21,2011 Q4
2011-10-22,2011,Q4,4,10,Oktober,October,2011-10,42,Saturday,True,22,2011 Q4
2011-10-23,2011,Q4,4,10,Oktober,October,2011-10,42,Sunday,True,23,2011 Q4
2011-10-24,2011,Q4,4,10,Oktober,October,2011-10,43,Monday,False,24,2011 Q4
2011-10-25,2011,Q4,4,10,Oktober,October,2011-10,43,Tuesday,False,25,2011 Q4
2011-10-26,2011,Q4,4,10,Oktober,October,2011-10,43,Wednesday,False,26,2011 Q4
