fiscal_year,year_month,product_category,country,revenue_plan,cost_plan,profit_plan,margin_plan_pct
2011,2011-08,Bikes,United States,326231.0,217018.0,109213.0,0.3348
2011,2011-09,Bikes,Australia,218223.0,160058.0,58165.0,0.2665
2011,2011-09,Bikes,Canada,41750.0,25604.0,16146.0,0.3867
2011,2011-09,Bikes,France,109905.0,77448.0,32457.0,0.2953
2011,2011-09,Bikes,Germany,74082.0,50696.0,23386.0,0.3157
2011,2011-09,Bikes,United Kingdom,80984.0,51184.0,29800.0,0.368
2011,2011-09,Bikes,United States,166673.0,110525.0,56148.0,0.3369
2011,2011-10,Bikes,Australia,305925.0,216029.0,89896.0,0.2938
2011,2011-10,Bikes,Canada,34023.0,20444.0,13579.0,0.3991
2011,2011-10,Bikes,France,96952.0,66510.0,30442.0,0.314
2011,2011-10,Bikes,Germany,46251.0,31462.0,14789.0,0.3198
2011,2011-10,Bikes,United Kingdom,65456.0,41212.0,24244.0,0.3704
2011,2011-10,Bikes,United States,150230.0,99935.0,50295.0,0.3348
2011,2011-11,Bikes,Australia,161513.0,118893.0,42620.0,0.2639
2011,2011-11,Bikes,Canada,16306.0,10019.0,6287.0,0.3856
2011,2011-11,Bikes,France,48182.0,35166.0,13016.0,0.2701
2011,2011-11,Bikes,Germany,98264.0,64893.0,33371.0,0.3396
2011,2011-11,Bikes,United Kingdom,75274.0,47133.0,28141.0,0.3738
2011,2011-11,Bikes,United States,178692.0,118674.0,60018.0,0.3359
2011,2011-12,Bikes,Australia,333391.0,237807.0,95584.0,0.2867
2011,2011-12,Bikes,Canada,45051.0,26627.0,18424.0,0.409
2011,2011-12,Bikes,France,205358.0,144582.0,60776.0,0.296
2011,2011-12,Bikes,Germany,132584.0,88565.0,44019.0,0.332
2011,2011-12,Bikes,United Kingdom,152111.0,95798.0,56313.0,0.3702
2011,2011-12,Bikes,United States,271866.0,173769.0,98097.0,0.3608
2012,2012-01,Bikes,Australia,205275.0,147614.0,57661.0,0.2809
2012,2012-01,Bikes,Canada,53591.0,33364.0,20227.0,0.3774
2012,2012-01,Bikes,France,58335.0,41631.0,16704.0,0.2863
2012,2012-01,Bikes,Germany,22631.0,14874.0,7757.0,0.3428
2012,2012-01,Bikes,United Kingdom,72961.0,45811.0,27150.0,0.3721
2012,2012-01,Bikes,United States,260673.0,178223.0,82450.0,0.3163
2012,2012-02,Bikes,Australia,158203.0,119235.0,38968.0,0.2463
2012,2012-02,Bikes,Canada,200546.0,124106.0,76440.0,0.3812
2012,2012-02,Bikes,France,55717.0,38975.0,16742.0,0.3005
2012,2012-02,Bikes,Germany,54131.0,35405.0,18726.0,0.3459
2012,2012-02,Bikes,United Kingdom,54991.0,34163.0,20828.0,0.3788
2012,2012-02,Bikes,United States,121994.0,83180.0,38814.0,0.3182
2012,2012-03,Bikes,Australia,233350.0,168941.0,64409.0,0.276
2012,2012-03,Bikes,Canada,29880.0,18601.0,11279.0,0.3775
2012,2012-03,Bikes,France,68206.0,48356.0,19850.0,0.291
2012,2012-03,Bikes,Germany,69102.0,47108.0,21994.0,0.3183
2012,2012-03,Bikes,United Kingdom,31254.0,19857.0,11397.0,0.3647
2012,2012-03,Bikes,United States,312196.0,204820.0,107376.0,0.3439
2012,2012-04,Bikes,Australia,204400.0,146346.0,58054.0,0.284
2012,2012-04,Bikes,Canada,74128.0,45790.0,28338.0,0.3823
2012,2012-04,Bikes,France,53896.0,37457.0,16439.0,0.305
2012,2012-04,Bikes,Germany,76059.0,50643.0,25416.0,0.3342
2012,2012-04,Bikes,United Kingdom,40327.0,25660.0,14667.0,0.3637
2012,2012-04,Bikes,United States,279136.0,186837.0,92299.0,0.3307
2012,2012-05,Bikes,Australia,188419.0,134378.0,54041.0,0.2868
2012,2012-05,Bikes,Canada,40238.0,24844.0,15394.0,0.3826
2012,2012-05,Bikes,France,78166.0,56420.0,21746.0,0.2782
2012,2012-05,Bikes,Germany,58666.0,40656.0,18010.0,0.307
2012,2012-05,Bikes,United Kingdom,24308.0,15324.0,8984.0,0.3696
2012,2012-05,Bikes,United States,377786.0,250001.0,127785.0,0.3382
2012,2012-06,Bikes,Australia,149653.0,106031.0,43622.0,0.2915
2012,2012-06,Bikes,Canada,82304.0,50668.0,31636.0,0.3844
2012,2012-06,Bikes,France,55103.0,40647.0,14456.0,0.2623
2012,2012-06,Bikes,Germany,68711.0,46841.0,21870.0,0.3183
2012,2012-06,Bikes,United Kingdom,36395.0,22931.0,13464.0,0.3699
2012,2012-06,Bikes,United States,302023.0,199956.0,102067.0,0.3379
2012,2012-07,Bikes,Australia,212468.0,150898.0,61570.0,0.2898
2012,2012-07,Bikes,Canada,89509.0,54363.0,35146.0,0.3927
2012,2012-07,Bikes,France,86693.0,62135.0,24558.0,0.2833
2012,2012-07,Bikes,Germany,66878.0,47115.0,19763.0,0.2955
2012,2012-07,Bikes,United Kingdom,74087.0,46957.0,27130.0,0.3662
2012,2012-07,Bikes,United States,335727.0,224893.0,110834.0,0.3301
2012,2012-08,Bikes,Australia,210687.0,151921.0,58766.0,0.2789
2012,2012-08,Bikes,Canada,123108.0,76821.0,46287.0,0.376
2012,2012-08,Bikes,France,89760.0,62399.0,27361.0,0.3048
2012,2012-08,Bikes,Germany,66184.0,44871.0,21313.0,0.322
2012,2012-08,Bikes,United Kingdom,107707.0,68557.0,39150.0,0.3635
2012,2012-08,Bikes,United States,336141.0,225515.0,110626.0,0.3291
2012,2012-09,Bikes,Australia,222291.0,162468.0,59823.0,0.2691
2012,2012-09,Bikes,Canada,47116.0,28911.0,18205.0,0.3864
2012,2012-09,Bikes,France,107482.0,75642.0,31840.0,0.2962
2012,2012-09,Bikes,Germany,81501.0,54875.0,26626.0,0.3267
2012,2012-09,Bikes,United Kingdom,77542.0,49174.0,28368.0,0.3658
2012,2012-09,Bikes,United States,168583.0,111389.0,57194.0,0.3393
2012,2012-10,Bikes,Australia,284055.0,201122.0,82933.0,0.292
2012,2012-10,Bikes,Canada,33240.0,20119.0,13121.0,0.3947
2012,2012-10,Bikes,France,91598.0,62468.0,29130.0,0.318
2012,2012-10,Bikes,Germany,54961.0,37349.0,17612.0,0.3204
2012,2012-10,Bikes,United Kingdom,89558.0,56095.0,33463.0,0.3736
2012,2012-10,Bikes,United States,166549.0,110166.0,56383.0,0.3385
2012,2012-11,Bikes,Australia,149515.0,110184.0,39331.0,0.2631
2012,2012-11,Bikes,Canada,18717.0,11509.0,7208.0,0.3851
2012,2012-11,Bikes,France,44199.0,32446.0,11753.0,0.2659
2012,2012-11,Bikes,Germany,94585.0,62977.0,31608.0,0.3342
2012,2012-11,Bikes,United Kingdom,84377.0,53043.0,31334.0,0.3714
2012,2012-11,Bikes,United States,205603.0,137169.0,68434.0,0.3328
2012,2012-12,Bikes,Australia,346650.0,246916.0,99734.0,0.2877
2012,2012-12,Bikes,Canada,51241.0,30480.0,20761.0,0.4052
2012,2012-12,Bikes,France,176957.0,125800.0,51157.0,0.2891
2012,2012-12,Bikes,Germany,116431.0,78343.0,38088.0,0.3271
2012,2012-12,Bikes,United Kingdom,145693.0,90548.0,55145.0,0.3785
2012,2012-12,Bikes,United States,274180.0,178048.0,96132.0,0.3506
2013,2013-01,Bikes,Australia,158315.0,112233.0,46082.0,0.2911
2013,2013-01,Bikes,Canada,13910.0,8388.0,5522.0,0.397
2013,2013-01,Bikes,France,42740.0,29253.0,13487.0,0.3156
2013,2013-01,Bikes,Germany,40326.0,26934.0,13392.0,0.3321
2013,2013-01,Bikes,United Kingdom,53975.0,33737.0,20238.0,0.375
2013,2013-01,Bikes,United States,122394.0,79363.0,43031.0,0.3516
2013,2013-02,Bikes,Australia,190538.0,133993.0,56545.0,0.2968
2013,2013-02,Bikes,Canada,20773.0,11808.0,8965.0,0.4316
2013,2013-02,Bikes,France,46955.0,33580.0,13375.0,0.2848
2013,2013-02,Bikes,Germany,61403.0,40772.0,20631.0,0.336
2013,2013-02,Bikes,United Kingdom,55762.0,34835.0,20927.0,0.3753
2013,2013-02,Bikes,United States,112219.0,71639.0,40580.0,0.3616
2013,2013-03,Bikes,Australia,163691.0,113809.0,49882.0,0.3047
2013,2013-03,Bikes,Canada,32557.0,19235.0,13322.0,0.4092
2013,2013-03,Bikes,France,62289.0,43546.0,18743.0,0.3009
2013,2013-03,Bikes,Germany,44681.0,30472.0,14209.0,0.318
2013,2013-03,Bikes,United Kingdom,67508.0,41968.0,25540.0,0.3783
2013,2013-03,Bikes,United States,97817.0,64195.0,33622.0,0.3437
2013,2013-04,Bikes,Australia,165812.0,115235.0,50577.0,0.305
2013,2013-04,Bikes,Canada,12372.0,7049.0,5323.0,0.4302
2013,2013-04,Bikes,France,58867.0,41931.0,16936.0,0.2877
2013,2013-04,Bikes,Germany,62182.0,41519.0,20663.0,0.3323
2013,2013-04,Bikes,United Kingdom,42101.0,26517.0,15584.0,0.3702
2013,2013-04,Bikes,United States,135004.0,90470.0,44534.0,0.3299
2013,2013-05,Bikes,Australia,192080.0,134323.0,57757.0,0.3007
2013,2013-05,Bikes,Canada,41234.0,24472.0,16762.0,0.4065
2013,2013-05,Bikes,France,58012.0,41347.0,16665.0,0.2873
2013,2013-05,Bikes,Germany,61325.0,40985.0,20340.0,0.3317
2013,2013-05,Bikes,United Kingdom,69380.0,43867.0,25513.0,0.3677
2013,2013-05,Bikes,United States,164929.0,106837.0,58092.0,0.3522
2013,2013-06,Bikes,Australia,170246.0,120231.0,50015.0,0.2938
2013,2013-06,Bikes,Canada,7571.0,4592.0,2979.0,0.3935
2013,2013-06,Bikes,France,84238.0,59257.0,24981.0,0.2966
2013,2013-06,Bikes,Germany,58353.0,39387.0,18966.0,0.325
2013,2013-06,Bikes,United Kingdom,58973.0,36271.0,22702.0,0.385
2013,2013-06,Bikes,United States,152549.0,98224.0,54325.0,0.3561
2013,2013-07,Accessories,Australia,37015.0,16609.0,20406.0,0.5513
2013,2013-07,Bikes,Australia,283658.0,199824.0,83834.0,0.2955
2013,2013-07,Clothing,Australia,68237.0,51638.0,16599.0,0.2433
2013,2013-07,Accessories,Canada,5259.0,2009.0,3250.0,0.618
2013,2013-07,Bikes,Canada,45810.0,27239.0,18571.0,0.4054
2013,2013-07,Clothing,Canada,10672.0,5393.0,5279.0,0.4947
2013,2013-07,Accessories,France,18498.0,8138.0,10360.0,0.5601
2013,2013-07,Bikes,France,86294.0,60974.0,25320.0,0.2934
2013,2013-07,Clothing,France,9071.0,6461.0,2610.0,0.2877
2013,2013-07,Accessories,Germany,23107.0,9433.0,13674.0,0.5918
2013,2013-07,Bikes,Germany,121706.0,80603.0,41103.0,0.3377
2013,2013-07,Clothing,Germany,13123.0,9488.0,3635.0,0.277
2013,2013-07,Accessories,United Kingdom,26389.0,10310.0,16079.0,0.6093
2013,2013-07,Bikes,United Kingdom,123265.0,77612.0,45653.0,0.3704
2013,2013-07,Clothing,United Kingdom,13595.0,10501.0,3094.0,0.2276
2013,2013-07,Accessories,United States,53548.0,21341.0,32207.0,0.6015
2013,2013-07,Bikes,United States,266150.0,170325.0,95825.0,0.36
2013,2013-07,Clothing,United States,24705.0,17647.0,7058.0,0.2857
2013,2013-08,Accessories,Australia,104106.0,46579.0,57527.0,0.5526
2013,2013-08,Bikes,Australia,206318.0,150295.0,56023.0,0.2715
2013,2013-08,Clothing,Australia,63040.0,47231.0,15809.0,0.2508
2013,2013-08,Accessories,Canada,113862.0,43147.0,70715.0,0.6211
2013,2013-08,Bikes,Canada,49295.0,29500.0,19795.0,0.4016
2013,2013-08,Clothing,Canada,75692.0,41730.0,33962.0,0.4487
2013,2013-08,Accessories,France,53749.0,23639.0,30110.0,0.5602
2013,2013-08,Bikes,France,81716.0,56346.0,25370.0,0.3105
2013,2013-08,Clothing,France,37931.0,25582.0,12349.0,0.3256
2013,2013-08,Accessories,Germany,57617.0,23930.0,33687.0,0.5847
2013,2013-08,Bikes,Germany,75575.0,50307.0,25268.0,0.3343
2013,2013-08,Clothing,Germany,18975.0,14193.0,4782.0,0.252
2013,2013-08,Accessories,United Kingdom,58803.0,22874.0,35929.0,0.611
2013,2013-08,Bikes,United Kingdom,118333.0,72540.0,45793.0,0.387
2013,2013-08,Clothing,United Kingdom,21647.0,14085.0,7562.0,0.3493
2013,2013-08,Accessories,United States,213640.0,88101.0,125539.0,0.5876
2013,2013-08,Bikes,United States,303819.0,191828.0,111991.0,0.3686
2013,2013-08,Clothing,United States,115345.0,73201.0,42144.0,0.3654
2013,2013-09,Accessories,Australia,116775.0,51803.0,64972.0,0.5564
2013,2013-09,Bikes,Australia,342828.0,243907.0,98921.0,0.2885
2013,2013-09,Clothing,Australia,73867.0,55738.0,18129.0,0.2454
2013,2013-09,Accessories,Canada,103613.0,39319.0,64294.0,0.6205
2013,2013-09,Bikes,Canada,63873.0,37867.0,26006.0,0.4072
2013,2013-09,Clothing,Canada,56025.0,31606.0,24419.0,0.4359
2013,2013-09,Accessories,France,54829.0,23937.0,30892.0,0.5634
2013,2013-09,Bikes,France,96860.0,66058.0,30802.0,0.318
2013,2013-09,Clothing,France,28032.0,19673.0,8359.0,0.2982
2013,2013-09,Accessories,Germany,55869.0,23223.0,32646.0,0.5843
2013,2013-09,Bikes,Germany,96125.0,62871.0,33254.0,0.3459
2013,2013-09,Clothing,Germany,23978.0,16755.0,7223.0,0.3012
2013,2013-09,Accessories,United Kingdom,69440.0,27019.0,42421.0,0.6109
2013,2013-09,Bikes,United Kingdom,124359.0,77296.0,47063.0,0.3784
2013,2013-09,Clothing,United Kingdom,31199.0,20010.0,11189.0,0.3586
2013,2013-09,Accessories,United States,211558.0,87771.0,123787.0,0.5851
2013,2013-09,Bikes,United States,300004.0,189795.0,110209.0,0.3674
2013,2013-09,Clothing,United States,144020.0,87274.0,56746.0,0.394
2013,2013-10,Accessories,Australia,131937.0,59271.0,72666.0,0.5508
2013,2013-10,Bikes,Australia,370262.0,262336.0,107926.0,0.2915
2013,2013-10,Clothing,Australia,75287.0,54576.0,20711.0,0.2751
2013,2013-10,Accessories,Canada,86859.0,33064.0,53795.0,0.6193
2013,2013-10,Bikes,Canada,48518.0,29180.0,19338.0,0.3986
2013,2013-10,Clothing,Canada,54997.0,29451.0,25546.0,0.4645
2013,2013-10,Accessories,France,42745.0,18611.0,24134.0,0.5646
2013,2013-10,Bikes,France,73110.0,51130.0,21980.0,0.3006
2013,2013-10,Clothing,France,22000.0,14454.0,7546.0,0.343
2013,2013-10,Accessories,Germany,56642.0,23248.0,33394.0,0.5896
2013,2013-10,Bikes,Germany,105459.0,70486.0,34973.0,0.3316
2013,2013-10,Clothing,Germany,20904.0,15775.0,5129.0,0.2454
2013,2013-10,Accessories,United Kingdom,78711.0,30497.0,48214.0,0.6125
2013,2013-10,Bikes,United Kingdom,153476.0,94763.0,58713.0,0.3826
2013,2013-10,Clothing,United Kingdom,50312.0,34392.0,15920.0,0.3164
2013,2013-10,Accessories,United States,215132.0,88363.0,126769.0,0.5893
2013,2013-10,Bikes,United States,311590.0,200589.0,111001.0,0.3562
2013,2013-10,Clothing,United States,141809.0,89045.0,52764.0,0.3721
2013,2013-11,Accessories,Australia,116059.0,51729.0,64330.0,0.5543
2013,2013-11,Bikes,Australia,378941.0,269011.0,109930.0,0.2901
2013,2013-11,Clothing,Australia,71721.0,54026.0,17695.0,0.2467
2013,2013-11,Accessories,Canada,107793.0,40706.0,67087.0,0.6224
2013,2013-11,Bikes,Canada,105454.0,62792.0,42662.0,0.4046
2013,2013-11,Clothing,Canada,60883.0,31248.0,29635.0,0.4868
2013,2013-11,Accessories,France,43706.0,19351.0,24355.0,0.5572
2013,2013-11,Bikes,France,96303.0,65999.0,30304.0,0.3147
2013,2013-11,Clothing,France,29830.0,20660.0,9170.0,0.3074
2013,2013-11,Accessories,Germany,47389.0,19678.0,27711.0,0.5848
2013,2013-11,Bikes,Germany,115230.0,77996.0,37234.0,0.3231
2013,2013-11,Clothing,Germany,15077.0,11155.0,3922.0,0.2601
2013,2013-11,Accessories,United Kingdom,71797.0,27888.0,43909.0,0.6116
2013,2013-11,Bikes,United Kingdom,159569.0,98718.0,60851.0,0.3813
2013,2013-11,Clothing,United Kingdom,33461.0,23196.0,10265.0,0.3068
2013,2013-11,Accessories,United States,234260.0,97096.0,137164.0,0.5855
2013,2013-11,Bikes,United States,404861.0,262053.0,142808.0,0.3527
2013,2013-11,Clothing,United States,142552.0,91340.0,51212.0,0.3593
2013,2013-12,Accessories,Australia,117205.0,52748.0,64457.0,0.55
2013,2013-12,Bikes,Australia,434364.0,316566.0,117798.0,0.2712
2013,2013-12,Clothing,Australia,80589.0,57619.0,22970.0,0.285
2013,2013-12,Accessories,Canada,112052.0,42442.0,69610.0,0.6212
2013,2013-12,Bikes,Canada,148260.0,88775.0,59485.0,0.4012
2013,2013-12,Clothing,Canada,65342.0,36433.0,28909.0,0.4424
2013,2013-12,Accessories,France,91004.0,39845.0,51159.0,0.5622
2013,2013-12,Bikes,France,173574.0,118054.0,55520.0,0.3199
2013,2013-12,Clothing,France,41946.0,30584.0,11362.0,0.2709
2013,2013-12,Accessories,Germany,73706.0,30410.0,43296.0,0.5874
2013,2013-12,Bikes,Germany,173863.0,113706.0,60157.0,0.346
2013,2013-12,Clothing,Germany,33273.0,25255.0,8018.0,0.241
2013,2013-12,Accessories,United Kingdom,96638.0,37539.0,59099.0,0.6116
2013,2013-12,Bikes,United Kingdom,236966.0,146774.0,90192.0,0.3806
2013,2013-12,Clothing,United Kingdom,51313.0,36022.0,15291.0,0.298
2013,2013-12,Accessories,United States,284518.0,118009.0,166509.0,0.5852
2013,2013-12,Bikes,United States,611153.0,398649.0,212504.0,0.3477
2013,2013-12,Clothing,United States,172997.0,108225.0,64772.0,0.3744
2014,2014-01,Accessories,Australia,108254.0,48338.0,59916.0,0.5535
2014,2014-01,Bikes,Australia,247317.0,177839.0,69478.0,0.2809
2014,2014-01,Clothing,Australia,63402.0,44232.0,19170.0,0.3024
2014,2014-01,Accessories,Canada,89679.0,34102.0,55577.0,0.6197
2014,2014-01,Bikes,Canada,78443.0,47517.0,30926.0,0.3942
2014,2014-01,Clothing,Canada,65233.0,36731.0,28502.0,0.4369
2014,2014-01,Accessories,France,46822.0,20891.0,25931.0,0.5538
2014,2014-01,Bikes,France,94640.0,66067.0,28573.0,0.3019
2014,2014-01,Clothing,France,35017.0,25560.0,9457.0,0.2701
2014,2014-01,Accessories,Germany,63878.0,26850.0,37028.0,0.5797
2014,2014-01,Bikes,Germany,139307.0,92013.0,47294.0,0.3395
2014,2014-01,Clothing,Germany,28889.0,21952.0,6937.0,0.2401
2014,2014-01,Accessories,United Kingdom,75648.0,29547.0,46101.0,0.6094
2014,2014-01,Bikes,United Kingdom,168659.0,104332.0,64327.0,0.3814
2014,2014-01,Clothing,United Kingdom,45146.0,29747.0,15399.0,0.3411
2014,2014-01,Accessories,United States,208095.0,85985.0,122110.0,0.5868
2014,2014-01,Bikes,United States,345919.0,222091.0,123828.0,0.358
2014,2014-01,Clothing,United States,106040.0,68495.0,37545.0,0.3541
2014,2014-02,Accessories,Australia,111331.0,49647.0,61684.0,0.5541
2014,2014-02,Bikes,Australia,250910.0,179151.0,71759.0,0.286
2014,2014-02,Clothing,Australia,50489.0,38640.0,11849.0,0.2347
2014,2014-02,Accessories,Canada,87660.0,33232.0,54428.0,0.6209
2014,2014-02,Bikes,Canada,43422.0,25916.0,17506.0,0.4032
2014,2014-02,Clothing,Canada,46381.0,27947.0,18434.0,0.3974
2014,2014-02,Accessories,France,61727.0,26883.0,34844.0,0.5645
2014,2014-02,Bikes,France,136276.0,94267.0,42009.0,0.3083
2014,2014-02,Clothing,France,32072.0,24440.0,7632.0,0.238
2014,2014-02,Accessories,Germany,50038.0,20961.0,29077.0,0.5811
2014,2014-02,Bikes,Germany,129271.0,83021.0,46250.0,0.3578
2014,2014-02,Clothing,Germany,23286.0,18208.0,5078.0,0.2181
2014,2014-02,Accessories,United Kingdom,72438.0,28066.0,44372.0,0.6126
2014,2014-02,Bikes,United Kingdom,172380.0,106205.0,66175.0,0.3839
2014,2014-02,Clothing,United Kingdom,29649.0,19832.0,9817.0,0.3311
2014,2014-02,Accessories,United States,204302.0,84026.0,120276.0,0.5887
2014,2014-02,Bikes,United States,338092.0,218092.0,120000.0,0.3549
2014,2014-02,Clothing,United States,108228.0,67476.0,40752.0,0.3765
2014,2014-03,Accessories,Australia,112883.0,50698.0,62185.0,0.5509
2014,2014-03,Bikes,Australia,226798.0,162426.0,64372.0,0.2838
2014,2014-03,Clothing,Australia,57085.0,42086.0,14999.0,0.2627
2014,2014-03,Accessories,Canada,81910.0,31090.0,50820.0,0.6204
2014,2014-03,Bikes,Canada,56050.0,32872.0,23178.0,0.4135
2014,2014-03,Clothing,Canada,47281.0,29227.0,18054.0,0.3818
2014,2014-03,Accessories,France,69851.0,30706.0,39145.0,0.5604
2014,2014-03,Bikes,France,123722.0,86066.0,37656.0,0.3044
2014,2014-03,Clothing,France,21930.0,16423.0,5507.0,0.2511
2014,2014-03,Accessories,Germany,72022.0,29552.0,42470.0,0.5897
2014,2014-03,Bikes,Germany,164366.0,107751.0,56615.0,0.3444
2014,2014-03,Clothing,Germany,33280.0,24853.0,8427.0,0.2532
2014,2014-03,Accessories,United Kingdom,87668.0,34191.0,53477.0,0.61
2014,2014-03,Bikes,United Kingdom,203732.0,125862.0,77870.0,0.3822
2014,2014-03,Clothing,United Kingdom,43041.0,29970.0,13071.0,0.3037
2014,2014-03,Accessories,United States,224919.0,93453.0,131466.0,0.5845
2014,2014-03,Bikes,United States,360530.0,232009.0,128521.0,0.3565
2014,2014-03,Clothing,United States,120957.0,75936.0,45021.0,0.3722
2014,2014-04,Accessories,Australia,114898.0,51615.0,63283.0,0.5508
2014,2014-04,Bikes,Australia,237774.0,169564.0,68210.0,0.2869
2014,2014-04,Clothing,Australia,51212.0,34457.0,16755.0,0.3272
2014,2014-04,Accessories,Canada,93410.0,35371.0,58039.0,0.6213
2014,2014-04,Bikes,Canada,93841.0,55830.0,38011.0,0.4051
2014,2014-04,Clothing,Canada,53216.0,29827.0,23389.0,0.4395
2014,2014-04,Accessories,France,65758.0,28465.0,37293.0,0.5671
2014,2014-04,Bikes,France,138524.0,95728.0,42796.0,0.3089
2014,2014-04,Clothing,France,33665.0,27302.0,6363.0,0.189
2014,2014-04,Accessories,Germany,66167.0,27424.0,38743.0,0.5855
2014,2014-04,Bikes,Germany,181406.0,120055.0,61351.0,0.3382
2014,2014-04,Clothing,Germany,31644.0,23076.0,8568.0,0.2708
2014,2014-04,Accessories,United Kingdom,96343.0,37447.0,58896.0,0.6113
2014,2014-04,Bikes,United Kingdom,182860.0,111986.0,70874.0,0.3876
2014,2014-04,Clothing,United Kingdom,37657.0,25731.0,11926.0,0.3167
2014,2014-04,Accessories,United States,213195.0,88597.0,124598.0,0.5844
2014,2014-04,Bikes,United States,367088.0,237701.0,129387.0,0.3525
2014,2014-04,Clothing,United States,143259.0,87958.0,55301.0,0.386
2014,2014-05,Accessories,Australia,122801.0,54797.0,68004.0,0.5538
2014,2014-05,Bikes,Australia,309220.0,222526.0,86694.0,0.2804
2014,2014-05,Clothing,Australia,51999.0,39629.0,12370.0,0.2379
2014,2014-05,Accessories,Canada,105099.0,39673.0,65426.0,0.6225
2014,2014-05,Bikes,Canada,90825.0,54114.0,36711.0,0.4042
2014,2014-05,Clothing,Canada,52281.0,28890.0,23391.0,0.4474
2014,2014-05,Accessories,France,62361.0,27462.0,34899.0,0.5596
2014,2014-05,Bikes,France,153235.0,105839.0,47396.0,0.3093
2014,2014-05,Clothing,France,32399.0,25440.0,6959.0,0.2148
2014,2014-05,Accessories,Germany,95060.0,39275.0,55785.0,0.5868
2014,2014-05,Bikes,Germany,202733.0,131748.0,70985.0,0.3501
2014,2014-05,Clothing,Germany,41081.0,29439.0,11642.0,0.2834
2014,2014-05,Accessories,United Kingdom,86003.0,33406.0,52597.0,0.6116
2014,2014-05,Bikes,United Kingdom,198359.0,123829.0,74530.0,0.3757
2014,2014-05,Clothing,United Kingdom,42579.0,28181.0,14398.0,0.3381
2014,2014-05,Accessories,United States,273662.0,113161.0,160501.0,0.5865
2014,2014-05,Bikes,United States,531260.0,341678.0,189582.0,0.3569
